Activity,Site_Number,Account_Name,FE,SSO,Lat,Lon,Dup Count,NewLat,NewLon
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,135,40.77491758,-73.98959213
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,136,40.77499429,-73.99047093
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,137,40.77518363,-73.99062301
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,138,40.77531153,-73.98990855
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,139,40.77526039,-73.98898442
1-227795216959,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,140,40.77527724,-73.98870026
1-234520182099,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,141,40.77513046,-73.98931733
1-228549334381,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,142,40.775155,-73.9902683
1-227414545600,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,143,40.7753283,-73.99067885
1-227414545600,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,144,40.77549103,-73.99017152
1-227414545600,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,145,40.77569357,-73.98921275
1-227414545600,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,146,40.77553359,-73.98868403
1-228111609466,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,147,40.77535817,-73.98907146
1-228111609466,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,148,40.77532859,-73.99001883
1-228111609466,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,149,40.77547205,-73.99065515
1-228111609466,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,150,40.77585665,-73.99039538
1-228111609466,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,151,40.77591267,-73.98947835
1-228571977655,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,152,40.77578861,-73.98874718
1-229310939640,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,153,40.77559853,-73.9888741
1-232611616712,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,154,40.77551718,-73.98974242
1-229003640357,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,155,40.77581937,-73.99055381
1-227795427110,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,156,40.77601113,-73.99056228
1-228493849132,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,157,40.77611617,-73.98976005
1-230806046347,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,158,40.77603791,-73.98888468
1-234293887036,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,159,40.7758483,-73.98874098
1-234293887036,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,160,40.77592167,-73.98946107
1-234293887036,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,161,40.77597445,-73.99038291
1-228935654094,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,162,40.7761581,-73.99065895
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,163,40.77630378,-73.99003541
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,164,40.77627756,-73.98908557
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,165,40.77630353,-73.9886827
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,166,40.77614171,-73.98919721
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,167,40.77614086,-73.99015605
1-227519218383,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,168,40.77630177,-73.99067767
1-232663151301,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,169,40.7764765,-73.9902825
1-229085556499,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,170,40.7767044,-73.98933385
1-229085556499,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,171,40.77655982,-73.98870391
1-230887332432,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,172,40.77637569,-73.98897184
1-230887332432,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,173,40.77632129,-73.98989131
1-230792025347,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,174,40.77644665,-73.99061696
1-232610070539,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,175,40.7768365,-73.99048163
1-227291606815,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,176,40.7769163,-73.98960975
1-230813568586,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,177,40.77681268,-73.98880291
1-235022121235,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,178,40.77662091,-73.98880292
1-227777585271,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,179,40.7765173,-73.98960978
1-227777585271,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,180,40.77679711,-73.99048165
1-230792031796,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,181,40.77698696,-73.99061695
1-228830344908,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,182,40.77711231,-73.98989128
1-228592119961,3138559,MOUNT SINAI WEST,Guerreiro,212604538,40.7697168,-73.9868805,183,40.77705791,-73.98897182
1-230792560575,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,184,40.77687377,-73.98870392
1-230792477637,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,185,40.7769292,-73.98933388
1-230791690213,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,186,40.7769571,-73.99028252
1-230792654488,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,187,40.77713183,-73.99067767
1-231958370989,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,188,40.77729274,-73.99015602
1-231958370989,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,189,40.77729189,-73.98919718
1-230792270860,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,190,40.77733006,-73.9886827
1-235569666831,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,191,40.77715604,-73.98908559
1-225584867747,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,192,40.77712982,-73.99003544
1-225584867747,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,193,40.77727551,-73.99065896
1-226955341671,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,194,40.77745916,-73.99038289
1-230792458688,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,195,40.77771192,-73.98946105
1-231966927761,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,196,40.77758529,-73.98874097
1-232383585722,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,197,40.77739569,-73.98888469
1-227362063431,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,198,40.77731743,-73.98976008
1-227362063431,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,199,40.77742247,-73.9905623
1-233101985920,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,200,40.77781424,-73.9905538
1-233101985920,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,201,40.77791642,-73.98974239
1-231937092497,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,202,40.77783507,-73.98887408
1-231522326071,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,203,40.77764499,-73.98874719
1-235051846565,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,204,40.77752093,-73.98947838
1-231514260171,3138559,MOUNT SINAI WEST,Grabias,212605639,40.7697168,-73.9868805,205,40.77777695,-73.9903954
1-233705197071,3138559,MOUNT SINAI WEST,Sheil,212633946,40.7697168,-73.9868805,206,40.77796155,-73.99065514
1-229777681453,3138559,MOUNT SINAI WEST,Sheil,212633946,40.7697168,-73.9868805,207,40.77810501,-73.99001881
1-229777681453,3138559,MOUNT SINAI WEST,Sheil,212633946,40.7697168,-73.9868805,208,40.77807542,-73.98907143
1-232893494190,3138559,MOUNT SINAI WEST,Alpha Source_147948,ALPHA_SOURCE_QUEUE,40.7697168,-73.9868805,209,40.7779,-73.98868403
1-232549580038,3138559,MOUNT SINAI WEST,Alpha Source_147948,ALPHA_SOURCE_QUEUE,40.7697168,-73.9868805,210,40.77794002,-73.98921278
1-227672393327,3138559,MOUNT SINAI WEST,Medrad_131702,Medrad_QUEUE,40.7697168,-73.9868805,211,40.77794257,-73.99017155
1-233608212041,3138559,MOUNT SINAI WEST,Medrad_131702,Medrad_QUEUE,40.7697168,-73.9868805,212,40.77810531,-73.99067885
1-228409468530,3138559,MOUNT SINAI WEST,Medrad_131702,Medrad_QUEUE,40.7697168,-73.9868805,213,40.77827861,-73.99026827
1-232973379360,3138559,MOUNT SINAI WEST,Medrad_131702,Medrad_QUEUE,40.7697168,-73.9868805,214,40.77830314,-73.9893173
1-234277863253,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,215,40.77835636,-73.98870025
1-234277863053,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,216,40.7781732,-73.98898444
1-229809094584,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,217,40.77812207,-73.98990858
1-230792465357,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,218,40.77824997,-73.99062302
1-234281114179,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,219,40.77843931,-73.99047091
1-230792365967,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,220,40.77871602,-73.9895921
1-230792147868,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,221,40.77860956,-73.98879456
1-227627228717,3138559,MOUNT SINAI WEST,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7697168,-73.9868805,222,40.77841782,-73.98881155
1-225584811347,3146993,MOUNT SINAI HOSPITAL,Warnock,212001538,#N/A,#N/A,0,#N/A,#N/A
1-226971518951,3146993,MOUNT SINAI HOSPITAL,Gajor,212025081,#N/A,#N/A,1,#N/A,#N/A
1-227419940375,3146993,MOUNT SINAI HOSPITAL,Gajor,212025081,#N/A,#N/A,2,#N/A,#N/A
1-227419940375,3146993,MOUNT SINAI HOSPITAL,Gajor,212025081,#N/A,#N/A,3,#N/A,#N/A
1-233176856715,3207777,NEW YORK PELVIC PAIN & MINIMALLY INVASIVE GYNECOLOGIC SURGERY PC,Santiago,212035838,40.7069453,-74.0074731,0,40.7071453,-74.0102731
1-229767423947,3213315,DAVID FOX MD,Alpha Source_147948,ALPHA_SOURCE_QUEUE,40.762994,-73.965208,0,40.763194,-73.968008
1-232031846507,3218876,IRIS CANTOR MENS HEALTH CENTER,Alpha Source_147948,ALPHA_SOURCE_QUEUE,40.7606262,-73.9591725,0,40.7608262,-73.9619725
1-229002848528,3221613,INTEGRAMED MEDICAL PLLC,Pieper,212058509,40.751034,-73.9822454,0,40.751234,-73.9850454
1-229004855264,3221613,INTEGRAMED MEDICAL PLLC,Pieper,212058509,40.751034,-73.9822454,1,40.75114206,-73.98420393
1-229000382196,3221613,INTEGRAMED MEDICAL PLLC,Pieper,212058509,40.751034,-73.9822454,2,40.75095077,-73.9841361
1-231268185986,3246373,NEWAY MEDICAL PC,Tang,212591122,#N/A,#N/A,0,#N/A,#N/A
1-225584433507,3246824,MOUNT SINAI ST LUKES,Santos,212021975,#N/A,#N/A,0,#N/A,#N/A
1-227672354128,3246824,MOUNT SINAI ST LUKES,Santos,212021975,#N/A,#N/A,1,#N/A,#N/A
1-231335094660,3247012,KHOURY MEDICAL CARE PC,Santiago,212035838,40.7503568,-73.9780383,0,40.7505568,-73.9808383
1-231335102259,3247012,KHOURY MEDICAL CARE PC,Santiago,212035838,40.7503568,-73.9780383,1,40.75046486,-73.97999683
1-230970658519,3260303,NYU LANGONE MATERNAL FETAL CARE CENTER,Santiago,212035838,#N/A,#N/A,0,#N/A,#N/A
1-230159550025,3260303,NYU LANGONE MATERNAL FETAL CARE CENTER,Santiago,212035838,#N/A,#N/A,1,#N/A,#N/A
1-230358533168,3260303,NYU LANGONE MATERNAL FETAL CARE CENTER,Santiago,212035838,#N/A,#N/A,2,#N/A,#N/A
1-230358532835,3260303,NYU LANGONE MATERNAL FETAL CARE CENTER,Santiago,212035838,#N/A,#N/A,3,#N/A,#N/A
1-232317493435,3290946,MORNINGSIDE RADIOLOGY,Ruocco,212000721,40.8054543,-73.9624787,0,40.8056543,-73.9652787
1-227549355583,3290946,MORNINGSIDE RADIOLOGY,Brecher,212010282,40.8054543,-73.9624787,1,40.80556236,-73.96443723
1-227571379678,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,2,40.80537107,-73.9643694
1-227676326769,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,3,40.8052563,-73.96513758
1-230609845671,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,4,40.80532357,-73.9660355
1-230609845671,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,5,40.80571103,-73.96623762
1-230609845671,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,6,40.80584633,-73.96555812
1-231562564464,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,7,40.80580508,-73.96462171
1-231562564464,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,8,40.8056252,-73.96428934
1-232875588224,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,9,40.80547207,-73.96486658
1-232963606234,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,10,40.80568649,-73.96582272
1-232963606234,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,11,40.80585519,-73.96627869
1-233017851433,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,12,40.80602307,-73.96581527
1-233017851433,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,13,40.80603579,-73.96485853
1-233017851433,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,14,40.80588165,-73.96428809
1-233778841341,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,15,40.80590236,-73.96462841
1-233778841341,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,16,40.80586277,-73.9655666
1-234292165539,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,17,40.80599927,-73.9662401
1-234938326151,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,18,40.80618636,-73.96602969
1-234938326151,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,19,40.80625204,-73.96512882
1-234938326151,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,20,40.80633592,-73.96436575
1-234938326151,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,21,40.80614475,-73.96444204
1-228789062331,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,22,40.80605431,-73.96528755
1-228789062331,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,23,40.80614773,-73.96612492
1-227116588306,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,24,40.80633914,-73.96618428
1-227116588306,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,25,40.80665254,-73.96541105
1-234793830441,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,26,40.80658368,-73.96451614
1-234793830441,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,27,40.80639587,-73.96432232
1-233722969324,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,28,40.80626178,-73.96500779
1-234264663760,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,29,40.80630469,-73.96594233
1-234908648828,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,30,40.80668515,-73.96626673
1-234908648828,3290946,MORNINGSIDE RADIOLOGY,Cabezas,212022376,40.8054543,-73.9624787,31,40.80683725,-73.96568274
1-231606589481,3290946,MORNINGSIDE RADIOLOGY,Guerreiro,212056749,40.8054543,-73.9624787,32,40.80682114,-73.96472727
1-233772672814,3290946,MORNINGSIDE RADIOLOGY,Guerreiro,212056749,40.8054543,-73.9624787,33,40.80665164,-73.96427879
1-232340342805,3290946,MORNINGSIDE RADIOLOGY,Guerreiro,212056749,40.8054543,-73.9624787,34,40.80648459,-73.96474962
1-231749902331,3290946,MORNINGSIDE RADIOLOGY,Guerreiro,212056749,40.8054543,-73.9624787,35,40.80667356,-73.96570688
1-262504526651,3290946,MORNINGSIDE RADIOLOGY,Guerreiro,212056749,40.8054543,-73.9624787,36,40.80682871,-73.96627048
1-227309939979,3290946,MORNINGSIDE RADIOLOGY,Roche,212362149,40.8054543,-73.9624787,37,40.80700738,-73.96592224
1-231175634571,3290946,MORNINGSIDE RADIOLOGY,Bonello,212462453,40.8054543,-73.9624787,38,40.80704531,-73.96498233
1-227238494681,3290946,MORNINGSIDE RADIOLOGY,Bonello,212462453,40.8054543,-73.9624787,39,40.80690763,-73.9643149
1-227720542099,3290946,MORNINGSIDE RADIOLOGY,Castro,212589148,40.8054543,-73.9624787,40,40.80692091,-73.96453359
1-235080845851,3290946,MORNINGSIDE RADIOLOGY,Castro,212589148,40.8054543,-73.9624787,41,40.80685683,-73.96543732
1-228073879507,3290946,MORNINGSIDE RADIOLOGY,Castro,212589148,40.8054543,-73.9624787,42,40.8069743,-73.96619522
1-232594771201,3290946,MORNINGSIDE RADIOLOGY,Bayron,212591103,40.8054543,-73.9624787,43,40.80716532,-73.96611047
1-229053246436,3297658,WEILL CORNELL MEDICAL ASSOCIATES,Tang,212591122,40.7780396,-73.9535703,0,40.7782396,-73.9563703
1-209676849564,3317326,NEW YORK RADIOLOGY PARTNERS,Baker,212026295,#N/A,#N/A,0,#N/A,#N/A
1-233984005402,3329331,NEW YORK PRESBYTERIAN ENT,Tang,212591122,40.7669632,-73.954769,0,40.7671632,-73.957569
1-226902954191,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Pedroso,212001698,40.7642874,-73.9611883,0,40.7644874,-73.9639883
1-228525706413,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Pedroso,212001698,40.7642874,-73.9611883,1,40.76439546,-73.96314683
1-233674738794,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Pedroso,212001698,40.7642874,-73.9611883,2,40.76420417,-73.963079
1-233841446370,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Pedroso,212001698,40.7642874,-73.9611883,3,40.7640894,-73.96384718
1-235295299191,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Pedroso,212001698,40.7642874,-73.9611883,4,40.76415667,-73.9647451
1-226560635642,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Rijo,212028756,40.7642874,-73.9611883,5,40.76454413,-73.96494722
1-226560635642,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Rijo,212028756,40.7642874,-73.9611883,6,40.76467943,-73.96426772
1-226560635642,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Rijo,212028756,40.7642874,-73.9611883,7,40.76463818,-73.96333131
1-227041948881,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Mineweaser,212587842,40.7642874,-73.9611883,8,40.7644583,-73.96299894
1-230796162400,4270543,MEMORIAL SLOAN KETTERING CANCER CENTER,Sheil,212633946,40.7642874,-73.9611883,9,40.76430517,-73.96357618
1-234930962541,4280365,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK LLP,Santiago,212035838,40.7248688,-73.9968682,0,40.7250688,-73.9996682
1-226123958167,4284484,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,0,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,0,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,1,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,2,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,3,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,4,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,5,#N/A,#N/A
1-227642156850,4284487,HEALTHIER IMAGING & LAB INC,Santiago,212035838,#N/A,#N/A,6,#N/A,#N/A
1-229058229264,4284487,HEALTHIER IMAGING & LAB INC,Tang,212591122,#N/A,#N/A,7,#N/A,#N/A
1-227545595779,4297319,COLUMBIA DOCTORS,Richard,212571364,40.7571637,-73.9786641,0,40.7573637,-73.9814641
1-231455035496,4297319,COLUMBIA DOCTORS,DeMaio,212572691,40.7571637,-73.9786641,1,40.75727176,-73.98062263
1-231455035496,4297319,COLUMBIA DOCTORS,DeMaio,212572691,40.7571637,-73.9786641,2,40.75708047,-73.9805548
1-231454253134,4297319,COLUMBIA DOCTORS,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7571637,-73.9786641,3,40.7569657,-73.98132298
1-231058704188,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Santos,212021975,40.7899899,-73.953689,0,40.7901899,-73.956489
1-231058704188,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Santos,212021975,40.7899899,-73.953689,1,40.79009796,-73.95564753
1-228238081251,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Santos,212021975,40.7899899,-73.953689,2,40.78990667,-73.9555797
1-228156515150,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Grabias,212605639,40.7899899,-73.953689,3,40.7897919,-73.95634788
1-234690164083,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Grabias,212605639,40.7899899,-73.953689,4,40.78985917,-73.9572458
1-234690164083,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Grabias,212605639,40.7899899,-73.953689,5,40.79024663,-73.95744792
1-235055909460,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Grabias,212605639,40.7899899,-73.953689,6,40.79038193,-73.95676842
1-235055909460,4297478,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Grabias,212605639,40.7899899,-73.953689,7,40.79034068,-73.95583201
1-231119627207,4301737,GLOBAL FERTILITY & GENETICS INC,Santiago,212035838,40.7614887,-73.9699586,0,40.7616887,-73.9727586
1-232845622915,4301737,GLOBAL FERTILITY & GENETICS INC,Santiago,212035838,40.7614887,-73.9699586,1,40.76159676,-73.97191713
1-232845622915,4301737,GLOBAL FERTILITY & GENETICS INC,Santiago,212035838,40.7614887,-73.9699586,2,40.76140547,-73.9718493
1-227359088627,4323000,M&T BANK STADIUM,Evans,212044510,#N/A,#N/A,0,#N/A,#N/A
1-227505059443,4323000,M&T BANK STADIUM,Evans,212044510,#N/A,#N/A,1,#N/A,#N/A
1-228264249121,4327624,PERFORMANCE HEALTH,Santiago,212035838,#N/A,#N/A,0,#N/A,#N/A
1-228264249121,4327624,PERFORMANCE HEALTH,Santiago,212035838,#N/A,#N/A,1,#N/A,#N/A
1-227733818174,4327687,MOUNT SINAI OB GYN & REPRODUCTIVE SERVICES,Santos,212021975,#N/A,#N/A,0,#N/A,#N/A
1-227733818174,4327687,MOUNT SINAI OB GYN & REPRODUCTIVE SERVICES,Santos,212021975,#N/A,#N/A,1,#N/A,#N/A
1-243445620210,4329638,JOSHUA U KLEIN MD PC,Santos,212021975,40.7655892,-73.9806247,0,40.7657892,-73.9834247
1-230787795681,4329638,JOSHUA U KLEIN MD PC,Santos,212021975,40.7655892,-73.9806247,1,40.76569726,-73.98258323
1-230787795879,4329638,JOSHUA U KLEIN MD PC,Santos,212021975,40.7655892,-73.9806247,2,40.76550597,-73.9825154
1-230934881044,4329638,JOSHUA U KLEIN MD PC,Santiago,212035838,40.7655892,-73.9806247,3,40.7653912,-73.98328358
1-228556978740,4338922,ELLEN MELLOW MD,Santiago,212035838,40.7614887,-73.9699586,0,40.7616887,-73.9727586
1-229787753151,4341728,NYU SCHOOL OF MEDICINE,Santiago,212035838,#N/A,#N/A,0,#N/A,#N/A
1-231026935703,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,0,40.7450166,-73.9832195
1-231024318099,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,1,40.74492466,-73.98237803
1-230157933713,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,2,40.74473337,-73.9823102
1-233349102389,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,3,40.7446186,-73.98307838
1-243325326714,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,4,40.74468587,-73.9839763
1-234200618223,4341729,NYU SCHOOL OF MEDICINE,Santiago,212035838,40.7448166,-73.9804195,5,40.74507333,-73.98417842
1-213047550675,4352833,HUDSON SPINE & PAIN MEDICINE PC,Guerreiro,212604538,40.714579,-74.0064529,0,40.714779,-74.0092529
1-231366399921,4387352,COLUMBIA UNIVERSITY,PARR,212549487,40.8427327,-73.9433656,0,40.8429327,-73.9461656
1-231367081121,4387352,COLUMBIA UNIVERSITY,PARR,212549487,40.8427327,-73.9433656,1,40.84284076,-73.94532413
